Column_01,Column_02,Column_03,Column_04,Column_05,Column_06,Column_07,Column_08,Column_09,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20
-31996,-37016.0555,70424,75154.8409,-6819,-68840.6842,28818,-41658.7573,-27021,-13097.3537,23659,10332.0020,-61298,77371.1684,-16813,75274.5041,-23092,94762.2757,-39617,-71462.4773
-81410.8635,-30594,17261.2169,-14160,-28897.5040,44733,65331.6503,9523,-26734.8195,34585,-60394.7736,10317,49562.9086,-1537,-89637.0425,91670,19517.2961,-36447,-3125.4132,-58994
14499,62656.2782,12872,-92483.1144,66291,58957.6171,-90031,-44984.5511,29868,88692.6342,67997,-83605.4230,7400,-5642.1018,-75086,-52515.3316,-91902,26533.7297,82888,91457.1649
-72808.2627,-54666,69837.2065,-44835,-8660.3222,29053,48714.1684,-9044,16116.2532,-48648,-35033.7324,-40963,-94552.4953,-77596,-8199.5455,-55956,55293.6454,-68245,2032.7988,64086
69168,-57281.4384,-20152,-47443.5084,-9734,4563.1428,-6425,-75668.7227,-15848,47062.4218,-36199,89826.0976,-52215,-78320.6779,23934,-41505.9681,44673,-54133.1765,87339,-75925.6889
33633.5858,-82784,-86979.1804,37228,84396.0994,-198,95744.4669,11261,97683.8658,6058,-63332.2127,-83368,39632.4744,-14261,38682.3226,-40163,-31889.5311,-79009,56614.2785,-94678
53493,49918.8626,-28390,80894.2482,4559,75999.5856,-61012,-13411.3257,48251,17095.9282,4528,37285.1278,43135,61598.9332,35189,-96985.8118,36993,-37092.6048,-48211,51274.7267
83556.4646,43802,-8245.7661,70970,-28296.2904,-47416,-81268.3934,-82599,-31092.2413,61770,60411.6044,47119,-93897.4887,51485,47396.1127,69898,-61065.7371,65259,-97626.0164,68613
-39025,94495.6190,-92138,-44696.9670,55397,-16186.7139,-13102,-48552.7117,-1543,-16157.9427,32267,94991.8213,38351,31272.8124,-4255,17972.4092,-10812,-71933.8976,-92571,-80621.9981
-44487.4856,17359,97558.2288,-72873,40484.9028,-42038,66815.1628,-82050,-72797.9451,99962,-63020.0631,-94398,-94292.1356,-97838,-98961.3404,90086,-92953.8622,-51327,-20980.6610,51628
-88261,33166.1824,-71978,-78918.1024,-72384,-38056.3924,-15244,25655.7012,-43096,97281.7811,-6262,-74253.7873,19732,-35820.1812,22982,92796.9502,67823,14447.8978,-51814,67635.9469
53922.4210,-37547,-87696.3356,-18598,27406.8698,-95904,-89671.8175,64177,87975.7892,2470,80268.6800,-97847,-50570.1202,9569,-55222.2484,7993,-72582.1164,-6966,-96159.1094,78107
42003,98324.5052,66240,35804.6082,-99532,-15025.1759,-22226,26109.9465,91004,55465.7427,19597,60622.1338,32629,69712.4038,2217,41217.8902,-95868,87106.4485,-70041,-25892.5597
5523.9743,61370,-97557.3279,9294,-1966.5990,-96039,93107.4642,-96468,-96804.5194,43071,-84766.2993,88695,47083.9797,65785,-25762.1868,22659,-27114.0786,-43593,-73291.7386,45613
-27814,61138.8559,-46428,20762.1782,-90201,-27251.8464,16874,-99789.0694,-7437,35764.3381,13647,31708.3010,50372,-94577.6147,-73926,-90384.7236,61149,5046.0927,-60956,-97850.2301
-3121.6154,-95985,89475.5031,36559,-90575.3151,92972,-23753.7553,20233,14489.8676,-95806,-73447.5974,30789,-72141.0747,-84719,92247.1083,26738,-22341.7658,17745,-24564.6493,48509
37185,-8654.9230,18979,-53408.3079,97104,46172.2573,-33178,71030.4094,-18363,23644.5602,12405,93152.6671,-17170,21006.8205,-10580,-60553.4927,-1735,37839.4599,-61888,-76477.1746
-15913.2012,-95257,-68235.8927,59484,-35989.4692,6093,-45666.6469,-61514,54915.8783,-23950,-53362.6262,-79840,-14007.0002,-28064,-54937.1909,33057,-58662.1442,59658,-77463.0671,-90192
-26824,-39066.9065,77213,44643.8646,16706,88422.7112,71833,58512.0136,93689,-51869.9426,-57249,1243.3007,-55173,89652.7678,73109,4020.7549,14867,47276.0684,-66042,30064.9908
14312.4085,-55275,-86716.9545,-48596,-44525.3854,-35052,-52430.5893,-44106,-82061.4709,36281,35886.6011,78243,64272.7456,-17097,84526.2896,21049,-80405.9255,91050,83957.1636,16405
91101,32353.6616,32226,-44585.0378,57856,36021.0936,-21874,97392.2441,-89061,-66778.8441,1652,2356.5433,-48513,19322.1051,-37861,52134.1629,-61176,-98485.5118,-76191,-46452.7307
-9630.8182,-36313,46060.0921,12248,-55185.3395,1266,47854.2190,-3212,-10953.3119,-33209,-78742.3048,-57598,-15416.4753,-70183,-33637.4047,-46729,51934.9594,-57307,-23964.6152,-5463
17191,-52091.0615,75956,-94476.7853,73524,-3570.7624,79119,-80050.4054,79110,-92459.0348,-4315,50673.1505,-53586,-99650.3156,89254,-22733.1844,-96129,39055.3812,54387,17028.9071
-82596.7397,85837,-92558.4220,-70043,71409.5011,-87666,-64502.9352,94738,-75839.9210,67208,35270.9580,-45680,22193.7074,-92809,31084.1981,-22761,-53784.7170,-34226,-4022.5285,-90087
14093,-16555.9291,-82692,64038.6453,-13770,-66604.5099,-2391,-69898.6506,60497,28738.1061,64915,35938.9429,67731,-70895.9917,-76505,-98702.0060,-18549,95660.3370,29061,64487.9838
-28207.1166,-95120,-56555.4076,7958,57129.6776,72662,-89681.3957,-56167,-47743.1316,-88575,-8647.9554,-3917,75406.6542,1801,70674.7487,77787,-13876.6765,-20055,-93410.8854,-23636
40127,-33859.7326,85831,-65344.7757,21523,-32319.2667,9923,-32575.8354,42294,-58055.7782,12064,-65499.7936,-28293,73386.1651,-31482,37458.1583,-98718,52673.2037,28483,32793.5982
22072.2393,64179,84638.4336,-53595,-97210.4546,60187,-64898.5773,-6707,-29933.9977,-51768,-43308.1151,-31624,97225.3437,76334,12631.4971,-48959,-71979.1603,-89876,36316.2518,-52175
28939,7633.8777,-72061,25620.2634,42062,-24296.0870,32999,-33753.1369,-34255,-17101.6496,88779,-17732.0352,-37477,39363.4723,71481,61571.5434,35873,52059.0348,-73749,-83901.2821
-97627.4307,11916,39835.8604,51012,-32771.6450,75970,46302.8972,-73909,-50867.6484,17058,-2323.7136,86269,85484.6371,-77313,-18631.0567,39666,59068.7848,91118,-91548.6036,-23824
21930,27114.0226,82870,-80331.5991,67253,50271.0984,99533,-28267.3042,-14749,-7751.4565,-55463,-97144.1925,-19194,-59333.6449,-36927,-16192.2164,-70221,-26509.9444,989,-94708.3753
62722.4631,47689,-59352.9600,-4757,-70247.5936,-14043,55113.4767,40853,-205.4205,71112,-61631.2345,-57872,-17516.4536,-79503,16369.5429,-61711,37328.7112,-9978,-7029.0898,-70327
87670,-85349.9206,-21287,9007.8251,71142,-57695.4624,-41170,20728.8407,-64222,-46319.7246,-68842,7298.2225,-57233,69632.1974,-21970,-66867.3535,-46438,2484.9300,-32684,96406.0130
-42519.5633,-78465,46588.0431,-38503,59837.8665,10110,-37365.8969,-26728,59251.6766,91800,-88411.3482,-19747,50704.3670,-79364,-33343.2817,8517,97952.6850,57115,-46405.7001,97195
-36639,-315.7318,-33324,-41137.2796,-62812,-43203.6908,30207,-66076.8120,68966,-16516.5421,67588,-58543.6749,-33639,-65402.0023,90092,64714.4746,36957,83000.6029,-38871,-25411.5208
-93102.8459,94972,43760.8554,65849,95535.1896,8787,-94877.9327,67381,-7610.2836,-34413,12688.4998,42248,-5912.8450,30535,93207.4851,94991,2336.6278,-98289,13484.8956,-9318
-98775,42035.2576,13534,87456.9559,57398,12009.5312,-43044,27725.3249,-62270,59395.4427,-27559,-2635.6188,-17951,-10091.9554,47132,33663.1046,-34193,-38738.8177,-75225,-16997.9746
-91366.4365,-74423,-47495.7789,11380,27713.6190,34493,72149.0385,717,44761.7059,56769,-18098.1356,5923,-88673.2205,-30807,15387.2033,-21706,44404.0115,-40634,10345.7488,-4390
57748,-93001.7840,-68103,62889.5246,-74913,41965.3611,91519,-60071.8770,4443,91526.3587,-44170,-30523.9834,41542,-9433.8792,-91146,-61185.3392,-12689,-5521.9196,14868,-24231.5312
95938.0425,77489,-85980.5373,-9686,-77848.5136,-14056,-40536.7767,11237,-83167.8218,-67143,33747.9342,90754,-4962.6406,58302,-28365.5256,-46780,68493.2750,-54692,58981.3321,-97191
68902,61550.6472,-57200,47902.8634,-94119,-34687.3467,-74306,58345.6567,-54671,16730.2786,90382,-47320.9710,-73587,-26884.5216,31028,-55392.7333,67408,9063.9716,-75570,-56684.3979
-7596.3759,-32233,15436.1085,-25516,58534.0665,-65983,57674.9097,-7119,-17502.8588,67840,-58671.6519,91165,72450.1717,1952,-8948.5118,-72048,-13577.4802,20533,91224.4950,5355
62315,-78758.3407,-12460,-40144.5445,-81378,9534.5852,-22266,-6530.3786,-29937,8960.9110,81520,-15201.1194,1658,3109.8300,-57572,69565.9669,-79358,-1062.6040,-70236,13706.5790
39179.7480,19498,23375.2229,34674,-4828.7693,36541,-87926.1618,78584,96638.2890,4835,-38561.1663,-42965,89921.6269,40608,-70240.9497,-6745,-49655.8878,-88690,-63534.1227,66089
30718,23393.5500,36997,20536.0707,-32601,-46803.3954,29715,33322.9793,21831,-74952.4982,-44385,24733.2486,-97263,-6396.0094,-45030,-72005.9411,-79689,93815.3091,-73672,41865.9845
23582.9930,-13811,85882.1435,-23398,-48366.9136,-50981,-41041.5556,91169,-76226.5364,74296,61543.4738,-4808,65507.7872,-28173,76718.3813,-56166,73098.1557,1580,-74232.1816,-45753
-78603,-68122.5652,-34034,47294.8773,-47740,85812.5722,-82336,-10495.1911,-94715,-47875.9023,22439,37505.5244,-17671,-58530.3064,73412,95523.9449,9399,88106.1413,-83870,66526.1022
93762.1826,-37414,-88678.5403,96895,-76138.7230,-67992,-24110.3182,40809,92929.2174,-78185,62998.2525,-37890,-63357.9791,-45584,1509.6060,-1064,55937.9480,-19871,-87021.7838,88727
-5720,32251.1356,-73340,-80426.9317,-30840,-24525.2092,50441,-89496.8623,97225,-24484.0578,64094,95605.8251,-62589,-12424.9951,903,-21526.4173,-13201,-50020.5843,89086,-72682.1596
-30690.1031,-33131,-40574.8075,14341,41160.4056,-82472,81251.5985,82485,-92891.6206,-89722,88165.1309,22445,43966.8301,47728,-97036.3242,-91097,-79704.4760,-57189,-43081.9536,-48230
-82904,24896.4565,-7459,-6400.3760,15416,41473.9260,52309,-556.2667,11910,85422.5406,27998,-3453.8873,-82804,1332.5966,81758,34558.5454,20354,11812.3647,725,-57653.7364
-91440.6126,-52481,2275.5715,58133,-86495.4299,-55541,-28591.0173,-11439,8013.8808,-29593,-39824.5425,-98723,56354.3121,74364,-22412.8249,-22775,93527.5773,-25502,-7533.2609,33789
-67957,90117.0705,-36095,64949.9499,-21334,-26949.5926,51260,-52009.9083,20913,-60348.3328,-7068,-29243.3787,-17710,-89460.5958,-86098,-83116.0754,-39885,97759.0702,-24891,-76906.0752
-45275.9195,9872,76628.5445,35952,63149.1018,21804,-97114.3727,20525,-16846.8977,-16478,2218.3603,-27676,56796.8487,-59258,-32060.3818,-54830,-19752.9412,81571,44333.2301,90806
83806,23139.2575,-59116,14946.4161,138,90716.2928,-93110,-11455.4451,-38907,-74176.1142,10839,-24037.8904,52607,-98526.0747,76437,-8311.0296,48315,-25147.8160,-8704,-34688.8532
-82363.4862,-15875,6395.1909,-89260,21434.6443,-69143,39847.1468,-64845,-19318.8874,-3181,-47953.5306,-31103,4062.8929,-23607,-23327.0745,73440,-16759.2085,-24275,-53258.4759,43395
-21179,80895.8456,-76475,87050.0450,-2621,84348.6134,-82585,58561.3712,-10357,58089.3382,65427,-53596.2861,58857,-34830.4687,48510,-78396.5287,60064,56503.2951,-62045,-48706.0765
-8562.2782,-25718,50056.9695,33778,48764.7225,7137,-45352.0910,-37751,78094.0598,31684,-31322.7735,-23089,-5185.6894,59866,-63348.7361,69352,-4939.1805,7408,77916.6554,37337
64863,-66365.1208,-48901,-95435.7339,90231,-88376.6737,-82359,-17635.8980,51645,75695.7260,30133,-44184.5348,-17859,-21230.9400,34010,24332.2815,6547,-45701.6637,89651,41188.4092
-34186.0431,-37735,18598.8540,13808,-26756.1979,-30190,-43633.2519,-46871,-91367.1546,63823,-90432.0681,1007,-61271.6566,-15533,-96922.5944,1812,56810.6128,75603,-9981.3885,-91594
-67664,9655.4829,-96512,-71044.4637,34798,-23796.8727,-26202,21157.6253,-8887,81487.7398,-37770,-4737.3101,77783,83289.2115,89211,-99755.4514,43071,-40000.3836,6804,49283.9479
-71620.1009,40696,70545.7846,11804,-59126.9202,-13178,-75225.8390,59595,52140.4452,94225,70618.6901,85925,-64188.8323,13166,-53039.4476,67015,-43180.1879,-60731,-35633.9213,91233
-37027,-93897.5265,98462,-4139.4747,-23257,-27794.9452,39041,-32955.4973,-70040,24826.3131,-63013,73472.8853,-54464,-13408.8276,14353,67894.6792,-66125,-40082.1342,45657,92912.3637
52910.9463,-19189,-31229.8089,2656,-10113.8847,-655,13779.7362,26788,69789.2272,43654,-24553.8032,-38702,14214.0400,-80497,-46088.7157,37541,82741.2385,35743,-51936.3932,19626
-47664,-84596.5598,-30666,-10924.7889,60497,88436.9289,-2643,-16447.3844,65890,-39886.3906,6810,49799.5742,-83415,24600.2511,3852,-59382.7421,-88220,-32853.3040,-45673,-44423.8488
-25051.7646,-69157,-57717.2713,-46528,33187.4677,-53160,-52268.5849,27729,-23214.5985,24204,5587.3549,-14708,29013.4419,-34618,-61102.3279,-18261,10040.6621,76070,62395.4089,97520
-36876,28841.7066,-17511,-54170.6474,-29654,-56656.8900,-85454,53423.2196,42488,31182.2560,-36179,-29836.1742,-24123,-81309.9538,42249,-75939.6402,-43411,-10752.2541,-49650,42937.4164
-1849.4902,-61757,61199.7960,-33989,-18677.2950,25342,-56517.2057,53010,-13240.3574,-6238,-34132.1257,40428,73141.5131,-2938,-79050.1863,-57314,29879.0038,-24630,66547.6916,-39786
-24515,71099.5722,-314,78963.1824,16102,29868.7656,-60789,-5197.7173,-83579,-80546.9760,-79720,-53059.4113,6579,-15717.6956,-6668,38704.0691,-22347,81919.4660,-12075,-68070.9882
-83330.7723,-99551,87093.6901,-27540,62676.8631,-77215,61117.1850,-40415,8241.3744,48279,62104.8152,67443,71327.2404,-31534,81686.0295,-64610,-7701.6120,-23874,-69471.7078,44646
12122,-12024.7737,58776,3606.7446,-45837,-24042.5006,-34704,21516.7912,-8378,-54852.9102,-35344,-7319.0549,84080,-53562.9436,83824,87220.9345,10855,86320.1250,41715,3700.9121
-21982.6115,64307,-52852.2879,36390,-11894.3256,-66561,37634.5941,13955,93507.2568,42895,80433.4918,-43130,-57732.8696,-77959,-98071.3176,-90336,98231.1471,5211,-91541.4669,1613
-97607,63891.6598,-70972,-33409.2937,14797,10077.6213,-29518,58380.2556,-47263,68449.4821,-82471,-73015.8148,10532,-13541.7338,20913,17590.1654,33559,-50623.1214,82301,98608.2745
98307.5162,82358,-57344.2855,93692,26436.2108,81273,98025.9824,-14513,-75946.9192,-60530,-61973.2553,8306,54569.2678,9529,-35723.8049,-24728,-32155.7967,-9451,59592.5187,57239
76454,-28480.9834,86170,56339.3521,93679,79471.0056,-51035,-10973.2611,73966,-6014.9238,-89420,-1876.7532,44603,21050.0114,51762,-55806.2680,-83464,25213.0044,84902,93119.7983
94309.5004,-53810,78583.0578,48160,12933.9624,50801,85810.6487,-56359,6101.0891,11591,-862.4108,85895,-33818.0740,-40886,62222.5191,90419,93630.2420,21391,31642.1226,-64809
-19999,63.4940,-22543,61120.7276,4953,-91940.5073,-44235,35292.5964,28743,21930.5634,91607,86881.6360,33655,-33852.0435,20009,-29639.7640,30866,-87157.2124,49372,-25204.6716
81037.9071,-35936,73559.9613,-15146,20167.6589,-68780,-84497.5035,-46421,55307.6669,-52868,-87169.6919,12368,2597.0349,75738,-30388.0475,-38194,-80778.3627,49780,-39041.0391,36761
9971,-84056.4097,-59591,-16756.5788,-26416,-1526.4780,98170,-94899.8523,-31979,-36064.5135,808,68332.0604,11841,83698.1183,98302,4640.9474,96772,62524.8252,-32569,63064.9009
51657.3107,-34247,96660.8819,-66047,-97037.6122,-86744,-35495.9784,-11710,4818.1078,93397,36312.1273,67088,-89309.2953,-60559,473.7442,78586,-9550.6244,65576,-86352.4355,56405
28976,71721.3310,-97211,27837.6019,56321,-23595.7272,45274,-73459.0973,30485,56129.2072,-46889,49391.8310,-9930,70795.6893,29532,10846.2505,-52522,-30978.2383,53426,22161.3274
-32626.9795,70786,-36840.4879,-10337,-26943.1142,-65504,51551.0800,79201,-86439.8877,-14262,-36016.0828,50865,-55352.9179,32013,-30643.7130,8535,34103.8113,59207,-35505.8766,-67393
-21192,-39510.4754,52211,35134.3937,20583,16657.9366,61567,-34179.1247,57987,25464.6317,-31213,60930.6314,15020,-32802.6075,98925,-25199.7037,9753,-22037.7010,-30166,93891.8187
84531.7518,58018,-69487.4378,41238,-14404.1302,-41496,-78805.8978,58543,67019.6660,8916,-20867.0512,-92908,45803.2458,-33155,-53549.5175,-64406,19068.3104,-23764,61506.7774,30527
-56195,13895.9918,82447,79431.3659,-87916,79923.5732,22118,-48331.0370,10910,71030.4277,45000,95967.6839,-38991,-76496.3593,-41779,-10611.0715,53213,-71309.4142,30008,-22207.3479
35340.7532,-35005,94506.4334,-94224,6060.9138,-51981,-34368.0354,7888,-94634.5390,-21167,-67282.4015,32948,25244.1316,-2476,51414.2519,41174,54991.8346,81703,9463.1602,32580
-23307,73406.7964,12348,97040.8871,-1393,44517.9181,90686,52434.3232,-2960,35818.6971,-58789,89475.7582,-13787,-85360.7746,-45890,92712.2160,6738,18229.6275,85663,-74977.8576
-65907.7996,-21523,20176.0355,18610,-18475.3593,5128,-1930.9166,57163,25328.3157,-28850,57107.8078,14847,62552.5031,-87395,56513.1758,74467,20708.2394,77847,60133.4588,87314
69081,-63089.5998,-41448,11046.8476,-13924,68354.4256,65544,-85207.5563,-35522,-6059.7995,5951,65725.4499,95182,-45913.4019,-55313,14284.7023,14003,15221.2013,39058,19655.4552
-97809.8436,51937,56917.6600,-26694,2174.0408,40599,-88254.7828,77737,-23807.5882,48454,44771.5932,17072,69476.2218,-35897,-19802.5365,21755,8809.5315,-10640,-95861.4331,-57537
-23906,-81592.2979,79695,14832.0685,-43736,89241.1245,39115,-58593.7483,26704,-89766.8669,-1964,76135.5056,73137,78697.5699,-62711,-55835.7313,81238,-82196.6592,-66352,51657.3231
-16579.7459,-70163,-81062.7934,-74831,52075.6476,90328,56040.0737,78329,28510.0467,-17461,15171.5763,69255,34359.3339,-90983,-35780.2564,-76855,-26146.7906,67055,-54219.2106,21735
96508,-67932.7396,16282,66866.4238,-38473,-92977.6531,-79564,82245.7424,23766,-69475.3891,-41963,31402.2534,49679,-33404.2441,70022,-21577.7433,-26899,-4927.1239,-72554,97039.0992
-71637.6195,-6566,36263.3168,-95488,78554.4489,-35138,61731.8111,6616,-45964.9594,-31773,-97314.5266,85191,938.3868,-97988,-27465.1538,75293,21480.6085,37834,41567.8556,-10301
67330,-57883.6978,75850,49973.8486,-3862,-55209.8373,67354,76197.1283,-39734,65593.0346,88989,6835.2429,39022,45044.1891,-10221,-78990.3337,-29425,37188.1200,-24770,89280.9411
-75203.7676,-47640,-47479.0475,-25701,-51379.6452,93111,-21534.2153,17186,-56090.7368,59734,-20187.5762,-85202,87097.1289,89478,-90349.0113,-94921,-17752.0358,-98276,-61780.3449,-77821
90734,-56189.1325,-89918,37085.3168,22837,-17725.1761,32322,53840.9874,73769,-20385.6826,17025,-17138.8511,68835,-28940.0289,81064,74667.3694,57789,-62254.0433,-3538,85019.1869
35331.6529,-8941,-45465.1734,97046,32536.6880,-58087,31817.8915,79586,-6410.6061,17048,68189.0397,17439,-56230.0303,67955,-24881.8788,-45588,-34197.0666,-20458,57178.8834,59607
96173,14967.5095,-54976,82988.0796,-23349,-79855.9082,-95428,-37942.8280,-42389,3295.5944,-5309,-99855.0682,-97330,32618.2361,42624,24373.3981,96883,-77671.3196,-84788,-30187.8908
99691.4461,30538,-50282.0200,92443,-84633.5748,586,-60761.5256,41705,-95505.7958,76862,23009.3917,-89508,-69920.0113,22324,98900.3512,91910,48734.1340,-59658,51142.3636,-69738
-41367,8906.8837,-28620,65945.1830,35851,83125.1111,-50309,-94333.3396,-12578,-99814.0476,90850,4011.5785,-42560,36877.7353,31005,30968.4809,62066,8889.0392,77364,-24783.1309
10319.9305,5122,36171.4344,-69648,-78500.1890,-59486,52961.2565,67710,86870.5672,-96891,-73507.8275,90953,54618.8265,-62326,36348.5989,23083,13029.7603,-84839,-84619.9082,63311
-75689,98333.0560,60979,-62668.7907,-17672,-40110.6322,48772,-68524.7407,-57382,96467.0781,-93255,47972.6062,-35252,-7737.6102,-5244,77139.0914,-25983,50079.7152,70566,43870.5777
49329.0513,41280,-74474.6503,-82283,68196.3513,-60986,-7333.8549,38989,-17981.1403,-33582,-72208.9710,81198,-77960.0707,-13666,42113.9068,-13603,29121.9812,68694,60959.3570,-88784
-78709,77665.7404,75219,71034.3255,43874,-87393.7337,-95941,48665.7897,1218,-54911.9258,-74958,-43631.2753,90614,-48075.0852,-76116,70425.2587,-65141,16126.1110,39870,61983.3818
-16898.7185,-61437,-67152.0043,-31598,74066.7050,33791,-30134.8168,-20841,-74396.1381,48852,2960.3079,-77957,-58915.3817,32832,54780.1780,99420,-20385.1949,-28478,4627.1539,49143
-66698,-68057.6002,61832,93147.9430,-1672,-88679.6796,-17002,-41353.2002,66169,75591.0964,96373,-14146.1195,37226,80294.2864,65280,-41921.6830,-32320,-11854.5212,52296,29540.1914
10784.8918,-54956,-7708.6756,-94151,27242.1634,96811,-29179.6192,-81224,74384.4873,26219,-79150.1139,70062,-66842.7410,32257,58053.0594,10562,1585.3659,-88678,-45184.6468,-41536
-66293,-52105.4008,46208,44098.0224,-60049,33268.9985,43265,32957.9386,18793,53668.8079,68733,34690.7413,8522,-3565.7920,-86258,77475.0070,-89159,-16327.6659,22761,52329.0524
85046.1727,-90388,-44050.3254,-87311,-48961.9003,91305,18787.5625,-59477,98610.2385,-430,6771.0285,73797,64801.6629,80953,64526.1191,94804,38312.0937,13868,-20450.1560,-41070
46416,81755.4930,-9578,14422.1878,78,-73474.0985,46722,-21056.1336,-3838,25543.7167,92075,-55334.4793,19544,-42591.9698,11656,-68006.6835,82393,-25394.3003,-45555,-58997.7365
33488.4212,-52220,-37716.1733,50343,19914.1451,73895,96918.2574,84596,-19156.0561,-19247,35010.0716,54317,57706.6066,74690,33409.2241,-62214,72947.0568,67941,95831.9202,-39613
-87472,62712.2217,36526,-22985.2241,15276,97604.5559,-26971,8847.4756,-54745,-9063.7233,-74357,-16676.5559,-46932,90093.1195,-75737,58903.7351,-60119,73200.5439,-87599,22799.5640
89865.6393,45047,81296.7873,37698,90719.2233,-6468,33785.6997,39743,-31860.3724,29113,-46042.1255,38130,96109.7784,-24436,-73102.8678,-20821,-53485.0077,-98119,90585.6527,61481
